entity,high_weights,high_counts,low_weights,low_counts,relative_weight,relative_count
SIGNAL COMMUNICATION,8.0,1.0,0.0,0.0,inf,inf
EMPHASIS ON BRAND NAMES,0.0,0.0,9.0,1.0,0.0,0.0
"TEXT OVERLAY ""GOODBYE 2022""",0.0,0.0,8.0,1.0,0.0,0.0
HAND PLACEMENT,0.0,0.0,7.0,1.0,0.0,0.0
MUSIC VOLUME,8.0,1.0,0.0,0.0,inf,inf
SPREAD FINGERS,7.0,1.0,0.0,0.0,inf,inf
DEMONSTRATIVE,8.0,1.0,0.0,0.0,inf,inf
TWO PACKAGES,8.0,1.0,0.0,0.0,inf,inf
HEAVY EMOTION,8.0,1.0,0.0,0.0,inf,inf
SPECIFIC SOUNDS,8.0,1.0,0.0,0.0,inf,inf
PLAYFUL TONE,0.0,0.0,5.0,1.0,0.0,0.0
NECKLACE WITH CROSS PENDANT,0.0,0.0,7.0,1.0,0.0,0.0
SELFIE POSITION,7.0,1.0,0.0,0.0,inf,inf
PROMISE OF FUTURE VIDEO,0.0,0.0,6.0,1.0,0.0,0.0
DEEP MALE VOICE,8.0,1.0,18.0,2.0,0.4444444444444444,0.5
TRAYS OF DUMPLINGS,8.0,1.0,0.0,0.0,inf,inf
SOUND EFFECTS,20.0,3.0,7.0,1.0,2.857142857142857,3.0
AI MANGA FILTER,0.0,0.0,9.0,1.0,0.0,0.0
BRACELETS,11.0,2.0,0.0,0.0,inf,inf
CHILDREN,0.0,0.0,8.0,1.0,0.0,0.0
STYLIZED LEAF GRAPHICS,7.0,1.0,0.0,0.0,inf,inf
"TIKTOK HANDLE ""@BRENDALANDWORLD""",6.0,1.0,0.0,0.0,inf,inf
STARBUCKS DRINKS,9.0,1.0,0.0,0.0,inf,inf
CALMING VIBE,0.0,0.0,8.0,1.0,0.0,0.0
AMUSED/ENTERTAINED EXPRESSION,8.0,1.0,0.0,0.0,inf,inf
MAXIMUM VOLUME LEVELS,0.0,0.0,6.0,1.0,0.0,0.0
GET READY WITH ME SESSION,0.0,0.0,9.0,1.0,0.0,0.0
PEACE SIGN,27.0,4.0,13.0,2.0,2.076923076923077,2.0
AJ'S,8.0,1.0,0.0,0.0,inf,inf
DECORATIVE STICKERS,7.0,1.0,0.0,0.0,inf,inf
UNCLEAR SENTENCES,0.0,0.0,7.0,1.0,0.0,0.0
NEUTRAL FACIAL EXPRESSION,0.0,0.0,7.0,1.0,0.0,0.0
FAINT MUSICAL ELEMENTS,0.0,0.0,5.0,1.0,0.0,0.0
MICRO-PAUSES,0.0,0.0,5.0,1.0,0.0,0.0
HANDS-ON ACTIVITY KITS,0.0,0.0,8.0,1.0,0.0,0.0
DYNAMIC SHIFTS,8.0,1.0,0.0,0.0,inf,inf
PERSONAL OPINIONS,8.0,1.0,0.0,0.0,inf,inf
MAN AND WOMAN SINGING,0.0,0.0,9.0,1.0,0.0,0.0
PLAYFULNESS OR LIGHTHEARTEDNESS,0.0,0.0,8.0,1.0,0.0,0.0
DECORATIVE WALLPAPER,8.0,1.0,0.0,0.0,inf,inf
CHEERFUL DEMEANOR,8.0,1.0,8.0,1.0,1.0,1.0
UPBEAT SYNTH MELODY,8.0,1.0,0.0,0.0,inf,inf
CUSTOM NAIL POLISH,0.0,0.0,16.0,1.0,0.0,0.0
VERSE,0.0,0.0,8.0,1.0,0.0,0.0
SOFTNESS,0.0,0.0,6.0,1.0,0.0,0.0
LAUGH/SCOFF,5.0,1.0,0.0,0.0,inf,inf
TEXT OVERLAY: MESMERIZED,6.0,1.0,0.0,0.0,inf,inf
BEACHSIDE ROAD,0.0,0.0,7.0,1.0,0.0,0.0
SPECKLED OR GRANITE COUNTERTOP,8.0,1.0,0.0,0.0,inf,inf
BOTTLE OR DISPENSER,0.0,0.0,6.0,1.0,0.0,0.0
BABY DADDY,7.0,1.0,0.0,0.0,inf,inf
AUTHENTIC ENGAGEMENT,8.0,1.0,0.0,0.0,inf,inf
EXCITED FEMALE VOICE,0.0,0.0,8.0,1.0,0.0,0.0
VOCAL AFFECTATION,0.0,0.0,5.0,1.0,0.0,0.0
TRANSPORTATION PLANNING,8.0,1.0,0.0,0.0,inf,inf
SATISFACTION AND CONTENTMENT,8.0,1.0,0.0,0.0,inf,inf
TILED BACKGROUND,15.0,1.0,0.0,0.0,inf,inf
INTERACTIONS AND ACTIVITIES,0.0,0.0,8.0,1.0,0.0,0.0
FAMILY,14.0,2.0,7.0,1.0,2.0,2.0
ATMOSPHERIC PADS,8.0,1.0,0.0,0.0,inf,inf
MOVEMENT PATTERNS,33.0,2.0,0.0,0.0,inf,inf
CALM AND COMPOSED,8.0,1.0,0.0,0.0,inf,inf
VISUAL CUES,7.0,1.0,0.0,0.0,inf,inf
NEUTRAL/CALM,8.0,1.0,0.0,0.0,inf,inf
FUTURISTIC CLOTHING,0.0,0.0,9.0,1.0,0.0,0.0
RELAXED AND CASUAL DEMEANOR,0.0,0.0,6.0,1.0,0.0,0.0
MUFFLED THUMPING,6.0,1.0,0.0,0.0,inf,inf
NATURE BACKDROP,0.0,0.0,8.0,1.0,0.0,0.0
SUNNY SETTING,7.0,1.0,0.0,0.0,inf,inf
RATTLING SOUND,7.0,1.0,0.0,0.0,inf,inf
CONSISTENT SPEECH PACE,8.0,1.0,0.0,0.0,inf,inf
SERIOUS TONE,7.0,1.0,0.0,0.0,inf,inf
LOUD AND BASS-HEAVY MIX,9.0,1.0,0.0,0.0,inf,inf
SPEECH RATE,69.0,9.0,14.0,2.0,4.928571428571429,4.5
PANNING,0.0,0.0,4.0,1.0,0.0,0.0
RESTAURANT SETTING,9.0,1.0,0.0,0.0,inf,inf
MEDIUM SILENCES,308.0,41.0,144.0,19.0,2.138888888888889,2.1578947368421053
BRICK BUILDING,8.0,1.0,8.0,1.0,1.0,1.0
ENGAGING DEMEANOR,17.0,2.0,0.0,0.0,inf,inf
"""THIS BOY BE IN MY"" LOW PITCH",8.0,1.0,0.0,0.0,inf,inf
MAKEUP PRODUCT,8.0,1.0,0.0,0.0,inf,inf
HAND PERCUSSION INSTRUMENTS,0.0,0.0,7.0,1.0,0.0,0.0
GYM WORKOUTS,0.0,0.0,8.0,1.0,0.0,0.0
CLAPS ON THE OFFBEAT,7.0,1.0,0.0,0.0,inf,inf
PRODUCT MENTION,6.0,1.0,0.0,0.0,inf,inf
SOFT PROMOTION,0.0,0.0,6.0,1.0,0.0,0.0
HAND GESTURE,106.0,14.0,50.0,7.0,2.12,2.0
CONTENT,0.0,0.0,9.0,1.0,0.0,0.0
LAUGHING AND COMING CLOSE TO CAMERA,0.0,0.0,9.0,1.0,0.0,0.0
SILENCE ANALYSIS,6.0,1.0,12.0,2.0,0.5,0.5
ENERGY AND TONE,8.0,1.0,0.0,0.0,inf,inf
LOW VOLUME,6.0,1.0,0.0,0.0,inf,inf
INTRODUCTION AND INTERACTION,8.0,1.0,5.0,1.0,1.6,1.0
MINIMUM VOLUME LEVELS,0.0,0.0,6.0,1.0,0.0,0.0
BLACK ORANGE BLUE COLORS,7.0,1.0,0.0,0.0,inf,inf
TIKTOK USERNAME AND LOGO,0.0,0.0,6.0,1.0,0.0,0.0
LABEL ON PRODUCT,0.0,0.0,8.0,1.0,0.0,0.0
ELECTRONIC DRUM BEAT,19.0,2.0,14.0,2.0,1.3571428571428572,1.0
EYEGLASSES,0.0,0.0,6.0,1.0,0.0,0.0
PROMOTIONAL POSTERS,8.0,1.0,0.0,0.0,inf,inf
RELAXED AND APPROACHABLE VIBE,7.0,1.0,0.0,0.0,inf,inf
CALM AND COMPOSED EXPRESSIONS,8.0,1.0,0.0,0.0,inf,inf
DENIM JEANS,6.0,1.0,0.0,0.0,inf,inf
BRIEF SIGH,6.0,1.0,0.0,0.0,inf,inf
TUTORIAL-STYLE DEMONSTRATION,8.0,1.0,0.0,0.0,inf,inf
CONTROLLED MOVEMENTS,0.0,0.0,8.0,1.0,0.0,0.0
POSITIVE AND ENTHUSIASTIC EMOTIONAL STATE,0.0,0.0,9.0,1.0,0.0,0.0
SNOW GLOBE CREATION,9.0,1.0,0.0,0.0,inf,inf
REPETITION,22.0,3.0,13.0,2.0,1.6923076923076923,1.5
MODERN MINIMALISTIC ENVIRONMENT,8.0,1.0,0.0,0.0,inf,inf
LIGHT BLUE AND PINK PACKAGING,0.0,0.0,7.0,1.0,0.0,0.0
NIGHT OUT,0.0,0.0,7.0,1.0,0.0,0.0
ARTISTIC ELEMENT,7.0,1.0,0.0,0.0,inf,inf
SHELVING,12.0,2.0,0.0,0.0,inf,inf
RUBBER FLOOR,7.0,1.0,0.0,0.0,inf,inf
PEOPLE TALKING,0.0,0.0,9.0,1.0,0.0,0.0
EXACERBATE HORMONAL,7.0,1.0,0.0,0.0,inf,inf
YOUNG CHILD,9.0,1.0,0.0,0.0,inf,inf
ARM MOVEMENT,8.0,1.0,22.0,3.0,0.36363636363636365,0.3333333333333333
STUDY ROUTINE,9.0,1.0,0.0,0.0,inf,inf
CONFIDENT POSTURE,9.0,1.0,24.0,3.0,0.375,0.3333333333333333
GENTLE ARM MOVEMENTS,0.0,0.0,8.0,1.0,0.0,0.0
BRIGHT NATURAL LIGHTING,8.0,1.0,0.0,0.0,inf,inf
STRONG EYE CONTACT,8.0,1.0,0.0,0.0,inf,inf
MAKEUP ROUTINE,18.0,2.0,18.0,2.0,1.0,1.0
PAN,7.0,1.0,0.0,0.0,inf,inf
AYA NAKAMURA,8.0,1.0,0.0,0.0,inf,inf
LIGHTING EFFECTS,0.0,0.0,8.0,1.0,0.0,0.0
GESTURES AND MOVEMENTS,9.0,1.0,0.0,0.0,inf,inf
PROFESSIONALISM,0.0,0.0,8.0,1.0,0.0,0.0
SMOOTH AND PRECISE HAND MOVEMENTS,9.0,1.0,0.0,0.0,inf,inf
CONFIDENCE,25.0,3.0,0.0,0.0,inf,inf
SOFT WARM LIGHTING,0.0,0.0,8.0,1.0,0.0,0.0
FRIENDLY TONE,8.0,1.0,8.0,1.0,1.0,1.0
INFLUENCER,140.0,14.0,91.0,9.0,1.5384615384615385,1.5555555555555556
TIKTOK BRANDING,6.0,1.0,7.0,1.0,0.8571428571428571,1.0
RUSTLING SOUNDS,25.0,4.0,12.0,2.0,2.0833333333333335,2.0
PAPER SHUFFLING AND RUSTLING,7.0,1.0,0.0,0.0,inf,inf
CLASPED HANDS,7.0,1.0,0.0,0.0,inf,inf
ENGAGEMENT TECHNIQUE,0.0,0.0,9.0,1.0,0.0,0.0
CONFIDENT AND SWAGGER,0.0,0.0,8.0,1.0,0.0,0.0
PERSONAL OR PROFESSIONAL SPACE,7.0,1.0,0.0,0.0,inf,inf
DRIVER'S SEAT,0.0,0.0,7.0,1.0,0.0,0.0
WINDING DOWN,0.0,0.0,8.0,1.0,0.0,0.0
EVENT FEATURE,0.0,0.0,9.0,1.0,0.0,0.0
SATISFACTION AND PLEASURE,0.0,0.0,8.0,1.0,0.0,0.0
RE-ASSESSMENT GESTURE,7.0,1.0,0.0,0.0,inf,inf
CAMERA EQUIPMENT,0.0,0.0,8.0,1.0,0.0,0.0
GESTURE DESCRIPTION,7.0,1.0,0.0,0.0,inf,inf
DELIBERATE PAUSE,7.0,1.0,0.0,0.0,inf,inf
EMOTION DISPLAY,9.0,1.0,0.0,0.0,inf,inf
BLACK CAPS AND GOWNS,8.0,1.0,0.0,0.0,inf,inf
SYNTH LINE,0.0,0.0,7.0,1.0,0.0,0.0
HALLWAY,0.0,0.0,8.0,1.0,0.0,0.0
VALENTINE'S DAY,16.0,1.0,0.0,0.0,inf,inf
CALM AND CONCENTRATED EXPRESSION,8.0,1.0,0.0,0.0,inf,inf
PLAYFUL OR CONFIDENT GESTURES,7.0,1.0,0.0,0.0,inf,inf
BREATH POINTS,7.0,1.0,6.0,1.0,1.1666666666666667,1.0
WHITE-FRAMED WINDOW,7.0,1.0,0.0,0.0,inf,inf
EXCELLENT ARTICULATION,17.0,2.0,9.0,1.0,1.8888888888888888,2.0
EYES GLANCE DOWNWARD,6.0,1.0,0.0,0.0,inf,inf
GESTURE WITH PERFUME,0.0,0.0,9.0,1.0,0.0,0.0
FOXTAL PRODUCTS,9.0,1.0,0.0,0.0,inf,inf
SALAD,8.0,1.0,0.0,0.0,inf,inf
RETURN OF GLOCKENSPIEL/XYLOPHONE,7.0,1.0,0.0,0.0,inf,inf
SILENCES,23.0,3.0,14.0,2.0,1.6428571428571428,1.5
WALL DECOR,16.0,3.0,7.0,1.0,2.2857142857142856,3.0
UKULELE SOUNDS,6.0,1.0,0.0,0.0,inf,inf
CRANIAL WAVE FACIAL,8.0,1.0,0.0,0.0,inf,inf
TOTE BAG,7.0,1.0,0.0,0.0,inf,inf
HOBBIES,0.0,0.0,8.0,1.0,0.0,0.0
MIXING,8.0,1.0,0.0,0.0,inf,inf
PENDANT LIGHTS,5.0,1.0,0.0,0.0,inf,inf
LAUGHS,14.0,2.0,16.0,2.0,0.875,1.0
MODERATE PACE,8.0,1.0,0.0,0.0,inf,inf
RELAXATION OR CONTEMPLATION,0.0,0.0,8.0,1.0,0.0,0.0
NON-VERBAL SOUNDS,7.0,1.0,7.0,1.0,1.0,1.0
MOVEMENTS,8.0,1.0,0.0,0.0,inf,inf
INDOOR MINIMALIST SETTING,9.0,1.0,0.0,0.0,inf,inf
WOODEN DOOR,0.0,0.0,6.0,1.0,0.0,0.0
MEAL PREPARATION,9.0,1.0,7.0,1.0,1.2857142857142858,1.0
LIVELY MOVEMENTS,8.0,1.0,0.0,0.0,inf,inf
CONSISTENT FAST-PACED STRUCTURE,9.0,1.0,0.0,0.0,inf,inf
GREEN BOX,0.0,0.0,9.0,1.0,0.0,0.0
LOW-PITCHED TONE,0.0,0.0,7.0,1.0,0.0,0.0
SERIOUS AND EMOTIONAL EXPERIENCE,8.0,1.0,0.0,0.0,inf,inf
LUSH ORGANIC BACKDROP,0.0,0.0,9.0,1.0,0.0,0.0
VITALITY HARVEST PRODUCT,9.0,1.0,0.0,0.0,inf,inf
FOCUSED FACIAL EXPRESSION,8.0,1.0,0.0,0.0,inf,inf
STUDIO NOISE,0.0,0.0,5.0,1.0,0.0,0.0
FLORAL ARRANGEMENT,6.0,1.0,0.0,0.0,inf,inf
TWISTING MOTION,8.0,1.0,0.0,0.0,inf,inf
CORRECT POSTURE,8.0,1.0,0.0,0.0,inf,inf
POSITIVE ENGAGEMENT,0.0,0.0,8.0,1.0,0.0,0.0
JOGGING,0.0,0.0,8.0,1.0,0.0,0.0
DYNAMIC VISUAL,0.0,0.0,8.0,1.0,0.0,0.0
TIMER,7.0,1.0,0.0,0.0,inf,inf
WARM LIGHT,12.0,2.0,0.0,0.0,inf,inf
SUICIDE CAR MODEL,0.0,0.0,6.0,1.0,0.0,0.0
QUIET INDOOR ENVIRONMENT,42.0,6.0,21.0,3.0,2.0,2.0
FIT,9.0,1.0,0.0,0.0,inf,inf
TABLE,6.0,1.0,14.0,2.0,0.42857142857142855,0.5
VERSE/CHORUS CONTRAST,7.0,1.0,0.0,0.0,inf,inf
HAND AND FINGER MOVEMENTS,48.0,6.0,22.0,2.0,2.1818181818181817,3.0
RECORD SCRATCH SOUND,7.0,1.0,0.0,0.0,inf,inf
CLEAR SENTENCES,0.0,0.0,9.0,1.0,0.0,0.0
SMILING WIDELY,0.0,0.0,8.0,1.0,0.0,0.0
PROMOTIONAL TEXT,8.0,1.0,0.0,0.0,inf,inf
CLEANING UP,0.0,0.0,8.0,1.0,0.0,0.0
BREATHY AND MUFFLED QUALITY,0.0,0.0,6.0,1.0,0.0,0.0
ARTICULATION CLARITY,233.0,27.0,101.0,14.0,2.3069306930693068,1.9285714285714286
NEUTRAL TO ENGAGED,0.0,0.0,8.0,1.0,0.0,0.0
STYLISH HANDBAG,0.0,0.0,10.0,1.0,0.0,0.0
FASHION STYLING,9.0,1.0,0.0,0.0,inf,inf
ELEGANT HAIRSTYLE,7.0,1.0,0.0,0.0,inf,inf
PASTEL TONES,6.0,1.0,0.0,0.0,inf,inf
HEADWEAR ON WALL,7.0,1.0,0.0,0.0,inf,inf
CAVA ORDER,0.0,0.0,8.0,1.0,0.0,0.0
SLIGHT PAUSE,7.0,1.0,0.0,0.0,inf,inf
CASUAL AND HOMEY ELEMENTS,7.0,1.0,0.0,0.0,inf,inf
DOG BARKING,7.0,1.0,0.0,0.0,inf,inf
FLORAL PRINTS,0.0,0.0,5.0,1.0,0.0,0.0
SPEECH RATE FLUCTUATION,16.0,2.0,0.0,0.0,inf,inf
CLEAN AND ENGAGING VISUAL STYLE,0.0,0.0,8.0,1.0,0.0,0.0
GIVEAWAY ITEMS,8.0,1.0,0.0,0.0,inf,inf
QUESTION RESPONSE DELAY,0.0,0.0,7.0,1.0,0.0,0.0
LARGE DELIVERY BOXES,9.0,1.0,0.0,0.0,inf,inf
TIERED CAKE,8.0,1.0,0.0,0.0,inf,inf
SELF-CARE THEME,8.0,1.0,0.0,0.0,inf,inf
YOUNG PROFESSIONAL,0.0,0.0,9.0,1.0,0.0,0.0
HIGH-PITCHED SOUND EFFECTS,7.0,1.0,0.0,0.0,inf,inf
LIVELY AND ENGAGING SPEAKING STYLE,9.0,1.0,0.0,0.0,inf,inf
NEON ACCENTS,0.0,0.0,8.0,1.0,0.0,0.0
GRAY CABINET,5.0,1.0,0.0,0.0,inf,inf
SHOPPING CART,0.0,0.0,6.0,1.0,0.0,0.0
NO LONG PAUSES,8.0,1.0,0.0,0.0,inf,inf
TWISTING HAIR,9.0,1.0,0.0,0.0,inf,inf
CARD,7.0,1.0,0.0,0.0,inf,inf
TIDY SETTING,9.0,1.0,0.0,0.0,inf,inf
ENERGETIC AND ANIMATED,8.0,1.0,0.0,0.0,inf,inf
MODERATELY FAST TEMPO,6.0,1.0,0.0,0.0,inf,inf
RUSHED/BREATHLESS TONE,7.0,1.0,0.0,0.0,inf,inf
MUMBLING,0.0,0.0,14.0,2.0,0.0,0.0
INTEGRATION INTO CONTENT,7.0,1.0,0.0,0.0,inf,inf
GRAPHIC TEXT AND ICONS,0.0,0.0,8.0,1.0,0.0,0.0
SHADES OF BLUE AND WHITE,8.0,1.0,0.0,0.0,inf,inf
REVERB AND DELAY,38.0,5.0,0.0,0.0,inf,inf
CONTAINERS,7.0,1.0,0.0,0.0,inf,inf
WIGGLING FINGERS,7.0,1.0,0.0,0.0,inf,inf
BLACK OUTFIT,6.0,1.0,0.0,0.0,inf,inf
STRING LIGHTS,15.0,2.0,0.0,0.0,inf,inf
MULTIDIMENSIONAL GLOW,8.0,1.0,0.0,0.0,inf,inf
PARTIALLY OPEN DOOR,5.0,1.0,4.0,1.0,1.25,1.0
BLUE AND GOLD GRADUATION STOLES,8.0,1.0,0.0,0.0,inf,inf
DEMONSTRATIVE DISPLAY,0.0,0.0,8.0,1.0,0.0,0.0
WHITE ELEMENTS,7.0,1.0,0.0,0.0,inf,inf
DORM ROOM,7.0,1.0,0.0,0.0,inf,inf
PRODUCTIVE DAY,0.0,0.0,8.0,1.0,0.0,0.0
UPBEAT SONG,0.0,0.0,8.0,1.0,0.0,0.0
WIDE-EYED EXPRESSION,8.0,1.0,0.0,0.0,inf,inf
SMOOTH AND FLUID MOTION,8.0,1.0,0.0,0.0,inf,inf
PRIDE,7.0,1.0,0.0,0.0,inf,inf
RIGHT ARM RAISE,0.0,0.0,7.0,1.0,0.0,0.0
RELAXED AND SLEEPY,8.0,1.0,0.0,0.0,inf,inf
RELAXED JEANS,7.0,1.0,0.0,0.0,inf,inf
CONTEXT,12.0,2.0,6.0,1.0,2.0,2.0
COMPOSED LOOK WITH SLIGHT SMILE,8.0,1.0,0.0,0.0,inf,inf
MINOR TILT AND TURN,0.0,0.0,6.0,1.0,0.0,0.0
EXPRESSIVE LANGUAGE,0.0,0.0,7.0,1.0,0.0,0.0
CONTROLLED HEAD AND EYE MOVEMENTS,15.0,2.0,0.0,0.0,inf,inf
SASSY TONE,0.0,0.0,7.0,1.0,0.0,0.0
LYRICAL THEME,7.0,1.0,0.0,0.0,inf,inf
SKIRT,8.0,1.0,0.0,0.0,inf,inf
CLEAN PRODUCTION,0.0,0.0,8.0,1.0,0.0,0.0
LIGHT BLUE TANK TOP,6.0,1.0,0.0,0.0,inf,inf
LIGHTHEARTED REFLECTION ON AGE,0.0,0.0,8.0,1.0,0.0,0.0
SUBTLE SMILE,15.0,2.0,7.0,1.0,2.142857142857143,2.0
STEADY HAND,8.0,1.0,8.0,1.0,1.0,1.0
LONGER AUDIO CLIP,0.0,0.0,6.0,1.0,0.0,0.0
DILL,8.0,1.0,0.0,0.0,inf,inf
ENGAGING PRESENCE,9.0,1.0,0.0,0.0,inf,inf
NEW JUVIA'S PLACE LIQUID BLUSHLIGHTERS,10.0,1.0,0.0,0.0,inf,inf
DYNAMIC AUDIO,6.0,1.0,0.0,0.0,inf,inf
THOUGHTFUL PAUSE,0.0,0.0,8.0,1.0,0.0,0.0
CATCHY TRAP BEAT,9.0,1.0,0.0,0.0,inf,inf
BACKGROUND SOUND EFFECTS,6.0,1.0,0.0,0.0,inf,inf
ENGAGING DELIVERY,19.0,2.0,0.0,0.0,inf,inf
VOCAL TRACK,0.0,0.0,7.0,1.0,0.0,0.0
BRITISH ACCENT,0.0,0.0,8.0,1.0,0.0,0.0
MILA,8.0,1.0,0.0,0.0,inf,inf
SELF-EXPRESSION,8.0,1.0,0.0,0.0,inf,inf
DYNAMIC FACIAL EXPRESSIONS,8.0,1.0,0.0,0.0,inf,inf
COOKING AND EVENT ATTENDANCE,0.0,0.0,8.0,1.0,0.0,0.0
MELLOW VIBE,6.0,1.0,0.0,0.0,inf,inf
FOCUS AND ATTENTION,8.0,1.0,0.0,0.0,inf,inf
JOYFUL EXPERIENCE,9.0,1.0,0.0,0.0,inf,inf
SHOWCASING CLOTHING ITEMS,9.0,1.0,0.0,0.0,inf,inf
XYLOPHONE,8.0,1.0,0.0,0.0,inf,inf
MARIMBA SOUNDS,6.0,1.0,0.0,0.0,inf,inf
REPEATING DISTORTED MELODY,0.0,0.0,7.0,1.0,0.0,0.0
BRIGHT VOCAL TONE,0.0,0.0,8.0,1.0,0.0,0.0
HEATLESS CURLING,9.0,1.0,0.0,0.0,inf,inf
RECURRING PATTERNS,37.0,5.0,0.0,0.0,inf,inf
CLOSE MICROPHONE,8.0,1.0,0.0,0.0,inf,inf
HUMOROUS CAPTIONS,0.0,0.0,8.0,1.0,0.0,0.0
INFLUENCER'S DEMEANOR,0.0,0.0,7.0,1.0,0.0,0.0
AUDIENCE-DRIVEN CONTENT,8.0,1.0,0.0,0.0,inf,inf
CONTENT FOCUS,7.0,1.0,0.0,0.0,inf,inf
JACK SKELLINGTON-THEMED SNOW GLOBE,9.0,1.0,0.0,0.0,inf,inf
TEXTURED HANDBAG,0.0,0.0,9.0,1.0,0.0,0.0
POSING AND SMILING,0.0,0.0,9.0,1.0,0.0,0.0
SNARE AND HI-HAT HITS,14.0,1.0,0.0,0.0,inf,inf
SHOES,8.0,1.0,7.0,1.0,1.1428571428571428,1.0
ENGAGEMENT STRATEGIES,23.0,3.0,0.0,0.0,inf,inf
THEMES OF VULNERABILITY,9.0,1.0,0.0,0.0,inf,inf
BRAND HIGHLIGHTING,7.0,1.0,0.0,0.0,inf,inf
DESCENDING SEQUENCE,7.0,1.0,0.0,0.0,inf,inf
"INTERJECTION ""PERIOD""",0.0,0.0,7.0,1.0,0.0,0.0
HER HAND SUPPORTS CHIN,8.0,1.0,0.0,0.0,inf,inf
WARDROBE ORGANIZATION,0.0,0.0,9.0,1.0,0.0,0.0
DIGITAL CLOCK,0.0,0.0,6.0,1.0,0.0,0.0
REPEATED SYNTH MELODY,0.0,0.0,8.0,1.0,0.0,0.0
MAKING MY PHO DREAMS COME TRUE,8.0,1.0,0.0,0.0,inf,inf
SNOWFLAKES,8.0,1.0,0.0,0.0,inf,inf
PINK AND RED COLORS,0.0,0.0,5.0,1.0,0.0,0.0
CASUAL BODY LANGUAGE,15.0,2.0,0.0,0.0,inf,inf
CLINKING SOUND,6.0,1.0,7.0,1.0,0.8571428571428571,1.0
LONG SILENCE,45.0,6.0,21.0,3.0,2.142857142857143,2.0
LIPSTICK APPLICATION,9.0,1.0,0.0,0.0,inf,inf
BEAUTIFULLY DESIGNED CAKE,10.0,1.0,0.0,0.0,inf,inf
VINYL RECORD SHELVES,6.0,1.0,0.0,0.0,inf,inf
"BERGAMOT, WATER LILY, AND SANDALWOOD",8.0,1.0,0.0,0.0,inf,inf
UNFINISHED SENTENCE,6.0,1.0,0.0,0.0,inf,inf
NATURAL GLOW,0.0,0.0,8.0,1.0,0.0,0.0
RAISED EYEBROWS AND CRINKLED EYES,8.0,1.0,0.0,0.0,inf,inf
SOUND ANALYSIS SOFTWARE,5.0,1.0,0.0,0.0,inf,inf
QUIET THUMP,6.0,1.0,0.0,0.0,inf,inf
BUSTLING CITY SCENE,5.0,1.0,0.0,0.0,inf,inf
ROOM OR STUDIO,0.0,0.0,6.0,1.0,0.0,0.0
DOWNWARD INFLECTION,7.0,1.0,0.0,0.0,inf,inf
NOTABLE FEATURES,8.0,1.0,0.0,0.0,inf,inf
SUBTLE MOVEMENT,0.0,0.0,7.0,1.0,0.0,0.0
BIOHAZARD OR ORGAN TRANSPLANT BAG,8.0,1.0,0.0,0.0,inf,inf
TEXT RECOMMENDATION,7.0,1.0,0.0,0.0,inf,inf
COFFEE WALK,8.0,1.0,0.0,0.0,inf,inf
PHONE HOLDING,15.0,2.0,0.0,0.0,inf,inf
SEATED POSITION,32.0,4.0,0.0,0.0,inf,inf
TIKTOK LOGO AND USER HANDLE,0.0,0.0,9.0,1.0,0.0,0.0
HIP HOP MUSIC,7.0,1.0,0.0,0.0,inf,inf
CAKE PRESENTATION,10.0,1.0,0.0,0.0,inf,inf
BODY POSTURES,8.0,1.0,0.0,0.0,inf,inf
ORGANIZED BACKGROUND,7.0,1.0,0.0,0.0,inf,inf
KITCHEN TOOLS,6.0,1.0,0.0,0.0,inf,inf
INTRODUCTORY GESTURE,0.0,0.0,7.0,1.0,0.0,0.0
NOISY ENVIRONMENT,8.0,1.0,0.0,0.0,inf,inf
HESITATIONS,137.0,21.0,56.0,8.0,2.4464285714285716,2.625
STREAMING INFO,8.0,1.0,0.0,0.0,inf,inf
CALM AND NEUTRAL EXPRESSION,14.0,2.0,17.0,1.0,0.8235294117647058,2.0
MINIMAL AND SUBTLE MOVEMENTS,8.0,1.0,0.0,0.0,inf,inf
EMOJI USE,0.0,0.0,7.0,1.0,0.0,0.0
CLOTHING ITEMS,9.0,1.0,26.0,2.0,0.34615384615384615,0.5
FOCUSED EYE CONTACT,7.0,1.0,0.0,0.0,inf,inf
VINYL CRACKLE,7.0,1.0,0.0,0.0,inf,inf
MUMBLED WORDS,0.0,0.0,6.0,1.0,0.0,0.0
BRAND MENTION,8.0,1.0,16.0,2.0,0.5,0.5
FENDI TOP,6.0,1.0,0.0,0.0,inf,inf
DECORATIVE AREA RUG,0.0,0.0,7.0,1.0,0.0,0.0
HEAD TILT,62.0,9.0,13.0,2.0,4.769230769230769,4.5
WIDENING EYES,7.0,1.0,0.0,0.0,inf,inf
TUTORIAL/DEMONSTRATION,9.0,1.0,0.0,0.0,inf,inf
SATISFACTION,16.0,2.0,0.0,0.0,inf,inf
HAIRSTYLE SHOWCASE,9.0,1.0,0.0,0.0,inf,inf
WHITE BEDDING,7.0,1.0,0.0,0.0,inf,inf
CELEBRATORY HAND GESTURE,0.0,0.0,8.0,1.0,0.0,0.0
MINIMALISTIC SETTING,6.0,1.0,0.0,0.0,inf,inf
BLUE SWEATSHIRT,0.0,0.0,7.0,1.0,0.0,0.0
CLANKING SOUND EFFECT,8.0,1.0,0.0,0.0,inf,inf
DISCLOSURES,6.0,1.0,0.0,0.0,inf,inf
